Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice
8640,7,5,2009,2009,1852,2,3,1,2,252678
9000,8,5,2008,2008,1590,2,3,0,2,210000
7862,6,5,2009,2009,1218,2,2,0,2,208300
7993,7,5,2008,2009,1436,2,3,0,2,225000
8640,8,5,2009,2009,1314,2,3,0,2,229456
8640,7,5,2008,2008,1402,2,3,0,2,229800
12606,9,5,2007,2008,1530,2,3,1,3,250000
9187,9,5,2009,2009,1766,2,2,1,3,370878
7500,8,5,2006,2007,1448,2,2,1,2,238500
11003,10,5,2008,2008,2007,2,3,1,3,310000
10603,8,5,2006,2006,1795,2,3,1,3,270000
10574,8,5,2005,2006,1953,2,3,1,3,252000
8125,7,5,2006,2007,1550,2,2,0,2,241000
8125,8,5,2008,2009,1836,2,3,1,2,264500
10625,7,5,2006,2007,1662,2,3,1,3,291000
9375,7,5,2003,2004,2094,2,4,1,2,263000
7500,7,5,2004,2005,1221,2,2,0,2,185000
8736,7,5,2003,2004,1553,2,3,0,2,234500
8127,7,5,2003,2003,1653,2,3,0,2,209000
9605,7,6,2007,2007,1218,1,3,0,2,159000
7500,7,5,2006,2006,1141,1,3,0,2,152000
7500,6,5,2004,2004,1158,1,3,0,0,143500
10628,7,5,2004,2004,1812,2,3,0,2,193000
10141,8,5,2004,2004,1512,2,3,0,3,203000
10083,7,5,2003,2003,1200,2,2,0,2,184900
13072,7,5,2004,2005,1114,1,3,0,2,159000
13072,5,5,2004,2004,1114,1,3,0,0,142000
12450,5,5,2003,2004,1114,2,3,0,2,153000
7328,7,5,2008,2009,1450,2,2,0,3,224243
11492,7,5,1996,1997,2122,2,4,1,2,220000
10994,8,5,2005,2006,1844,2,2,1,2,257000
8529,7,5,2001,2001,1434,2,3,1,2,189000
7703,6,6,1992,1992,1730,2,3,0,2,171500
10762,6,6,1980,1980,1217,1,3,1,1,120000
7175,6,5,1990,1991,1332,2,2,0,2,145000
9109,7,5,1994,1994,1540,2,3,0,2,184000
10274,6,7,1986,1986,1400,2,3,0,2,162000
8250,6,7,1981,1981,1882,2,4,2,2,160000
8400,4,4,1950,1950,841,1,2,0,1,82000
9000,6,3,1928,1950,784,1,2,0,2,76000
9750,5,5,1962,1962,980,1,3,0,2,110000
7064,5,6,1977,1977,980,1,3,0,2,135000
8499,5,6,1961,1961,864,1,3,0,2,141000
9079,5,5,1961,1961,864,1,2,0,1,122000
9316,5,5,1965,1965,1020,2,3,0,1,124100
7791,5,8,1963,1995,912,1,3,0,1,129000
10000,5,6,1961,1983,1144,1,3,1,1,131400
8281,5,5,1965,1965,864,1,3,1,1,62383
7150,5,6,1962,1962,912,1,3,0,1,123000
15676,8,8,1980,1980,2014,2,2,2,3,275000
11949,7,8,1991,2008,1755,2,3,1,2,235000
2880,7,5,2004,2005,3005,2,3,1,3,280750
3951,6,5,2009,2009,1224,2,2,0,2,164500
3000,6,5,2009,2009,1224,2,2,0,2,173733
3830,6,5,2008,2008,1726,2,2,1,2,222000
4217,6,5,2008,2008,1256,1,1,1,2,195000
3230,6,5,1999,1999,1471,2,3,0,2,172500
2998,6,5,2000,2000,1512,2,2,0,2,180000
3768,7,5,1999,1999,1452,2,3,0,2,156000
2645,8,5,1999,2000,1739,2,3,0,2,172500
14694,8,9,1977,2008,1694,2,2,1,2,318750
3782,8,5,1981,1981,1226,1,1,2,2,211500
15417,7,5,1981,1981,1740,1,2,0,2,241600
9600,8,5,1976,1976,2499,2,4,1,2,180500
9991,4,4,1976,1993,1620,2,3,1,2,150000
11700,6,6,1968,1968,1556,1,4,0,2,154000
11717,6,6,1970,1970,1442,2,2,1,2,185000
9156,6,7,1968,1968,1489,2,3,1,2,185750
10382,7,6,1973,1973,2090,2,3,2,2,200000
12732,7,6,1974,1974,2067,2,3,2,2,206000
12936,6,6,1972,1972,1395,1,3,1,2,162000
10400,6,7,1967,1997,2640,2,5,1,2,256900
17871,6,5,1967,1976,1724,1,3,1,2,197900
9600,5,5,1969,1969,1336,2,3,1,2,163000
9000,6,5,1969,1969,1216,1,3,0,1,113000
13774,7,7,1977,1992,2288,1,4,2,2,230000
9650,6,5,1977,1977,1334,2,2,1,2,167900
10140,7,5,1998,1999,1680,2,3,1,2,213250
8400,8,6,2001,2001,1665,2,3,0,2,227000
7130,5,6,1967,1967,864,1,2,0,1,130000
9600,5,5,1967,1967,1568,1,3,0,2,143000
9100,5,6,1965,1965,925,1,2,0,1,117500
9600,7,5,1974,1974,2061,2,4,1,2,168500
16500,6,5,1971,1971,1320,2,3,1,2,172500
9790,6,5,1967,1967,1342,2,3,1,2,161500
7436,4,7,1960,1960,894,1,2,1,2,141500
8125,5,7,1959,1959,864,1,3,0,1,118000
9100,6,6,1959,1959,864,1,2,0,1,127500
9450,4,5,1957,1957,1362,1,3,1,3,140000
13495,5,6,1956,1956,1728,2,3,1,2,177625
11475,5,5,1958,1958,1776,2,4,0,3,110000
10004,6,6,1964,1964,1516,1,3,0,2,167000
9350,5,6,1961,1995,1313,1,3,1,2,153000
10500,5,5,1964,1964,1292,1,3,2,2,145100
11000,5,6,1966,1966,1154,1,3,1,2,154000
8970,5,6,1965,1965,2140,2,4,1,2,177500
12095,6,6,1964,1964,1445,1,3,1,2,158000
9600,5,6,1959,1959,1041,1,3,0,1,124500
11475,6,6,1961,1961,1576,1,4,1,2,174500
9768,5,5,1955,1955,960,1,2,0,1,122000
5330,4,7,1940,1950,708,1,2,0,0,82500
7015,5,4,1950,1950,1203,1,3,1,1,110000
12160,6,4,1953,1953,1505,1,2,1,2,149500
9900,6,5,1967,1967,1691,1,2,0,2,175000
9600,6,5,1953,1953,1644,1,3,2,2,167000
9600,5,6,1956,1956,1050,1,2,0,1,128900
9600,6,8,1950,2005,1668,1,3,0,1,140000
9600,5,7,1950,2007,1113,1,3,1,1,147000
8944,5,5,1967,1967,1584,2,4,0,3,124000
10573,6,6,1961,1961,1453,2,3,1,2,187500
9500,6,5,1963,1963,1394,1,3,2,2,159000
14695,6,8,1966,2008,1567,2,2,2,2,256000
13600,7,6,1965,1990,1986,2,3,3,2,205000
13000,6,6,1968,1968,2142,2,4,1,1,193500
13560,6,3,1968,1968,1392,1,2,2,2,110000
12513,4,4,1920,2007,1738,2,4,1,1,104900
8760,5,7,1956,1956,1144,1,3,0,1,150000
8400,6,3,1957,1957,1478,1,3,2,2,156500
12285,7,6,1960,1960,1329,1,3,2,2,176000
9240,6,8,1959,1998,988,2,3,0,1,149500
9600,6,6,1958,1988,1632,2,3,1,1,139000
12400,6,7,1958,1998,1215,1,3,0,1,155000
8750,5,5,1956,1956,1202,1,3,0,1,120000
8750,5,5,1955,1955,1382,1,3,0,1,153000
10400,4,5,1956,1956,1200,1,3,2,1,144000
19296,6,5,1962,1962,1382,1,3,1,2,176000
8532,5,6,1954,1990,1297,1,3,1,2,153000
9482,5,4,1958,1958,1866,2,4,0,2,135000
8128,6,7,1954,1954,1062,1,3,0,1,131000
10634,5,6,1953,1953,1319,1,3,0,1,123000
13070,5,5,1951,1951,1112,1,2,0,2,126000
10434,4,5,1955,1955,1005,1,2,1,2,115000
14559,5,7,1951,2000,1363,1,2,2,1,164900
8480,5,6,1945,1950,793,1,2,0,1,113000
7626,5,8,1952,2005,1031,1,2,0,1,145500
9533,5,5,1953,1953,1210,1,2,0,1,102900
10615,3,5,1900,1970,1699,2,3,0,2,95000
11419,7,7,1948,1999,1527,1,3,1,2,152500
9600,5,6,1950,1950,1200,1,3,0,1,129900
8000,6,6,1948,2002,972,1,2,1,1,132000
5470,3,5,1958,1958,792,1,2,0,1,99900
10410,5,7,1916,1987,1656,2,3,0,1,135000
10800,5,7,1939,2006,1352,2,4,0,2,149000
8146,4,8,1900,2003,1039,1,2,0,1,114000
9022,5,8,1924,2006,792,1,2,0,1,109500
10230,5,7,1925,1950,1078,1,3,0,1,125000
10410,4,5,1915,1950,2377,2,3,1,2,142900
7200,7,9,1910,2008,1690,2,4,0,2,156500
5400,2,5,1940,1950,599,1,2,0,0,59000
5400,4,6,1920,1950,1374,1,2,0,1,105000
10800,5,7,1920,1950,846,1,2,0,2,106000
10800,3,5,1890,1998,725,1,1,0,1,78500
9671,6,5,1969,1969,2544,2,6,0,3,190000
10143,6,7,1963,1963,1380,1,3,0,1,154000
11500,6,4,1967,1967,1040,1,3,1,2,163000
11643,5,5,1969,1969,2634,2,6,0,4,200000
8010,6,9,1958,2007,951,1,2,0,2,143500
10454,6,6,1957,1957,1105,1,3,0,1,135000
8712,5,7,1957,2000,1306,1,2,0,1,153000
17600,6,5,1960,1960,1478,2,3,2,2,157500
9000,6,6,1958,1958,1142,1,2,1,1,113500
12144,5,7,1949,1950,1268,1,3,1,1,133000
8544,3,4,1950,1950,1040,2,2,0,2,92900
8064,6,5,1950,1950,1133,1,3,0,2,128500
7200,4,5,1949,1950,1040,2,2,0,2,90000
7200,5,4,1950,1982,1904,1,3,0,1,138000
7350,5,6,1958,1958,1041,1,3,0,1,128000
7560,5,6,1958,1965,1339,1,3,0,1,139000
7200,5,7,1952,1952,732,1,2,0,1,118900
8000,5,5,1959,1959,1183,1,3,0,1,138000
7931,5,5,1959,1959,1148,1,3,0,1,132500
10800,4,7,1949,1996,1461,2,4,0,1,133500
8064,6,7,1948,1994,1495,1,3,0,2,135000
7570,6,5,1964,1964,1806,1,4,0,2,144750
8604,5,7,1978,1978,941,1,2,0,2,145000
7936,6,6,1963,1963,1045,1,3,1,1,127000
6600,5,5,1962,1962,894,1,2,0,1,109500
3950,6,8,1926,2004,1224,1,3,0,1,115000
10440,5,6,1910,1981,1230,1,2,0,2,110000
4080,6,8,1935,1998,1378,1,3,0,1,128900
10307,6,5,1910,1950,1944,2,4,0,2,103500
5720,5,6,1941,1950,1131,1,3,0,1,66500
15660,5,8,1910,2003,1306,1,3,0,2,130000
9900,5,8,1910,2002,1464,2,3,0,0,129000
6406,5,6,1939,1950,1558,1,3,1,2,150000
6600,5,4,1892,1965,2372,2,4,0,1,107500
7627,4,6,1920,1950,1701,2,4,0,0,94550
7596,5,5,1952,1952,1960,2,4,0,2,124500
3378,7,8,1946,1992,1389,1,3,2,1,135000
10134,5,5,1910,1950,1447,1,3,0,0,103000
6000,4,4,1953,1953,936,1,2,0,2,93000
6000,5,7,1950,1970,1328,1,3,0,1,129500
6000,5,4,1954,1954,1387,2,3,0,1,93000
7404,4,6,1920,1950,861,1,2,0,2,80000
5925,2,4,1940,1950,612,1,1,0,1,45000
5925,3,6,1910,1950,968,1,2,0,0,37900
5784,5,8,1938,1996,886,1,2,0,1,91300
8520,5,8,1923,1950,792,1,2,0,1,99500
4456,4,5,1920,2008,1452,2,2,0,0,113000
9600,4,4,1910,1950,1510,2,3,0,2,87500
3500,5,7,1947,1950,1284,1,2,0,1,110000
8100,5,5,1898,1965,2138,2,2,0,2,106000
11700,7,7,1880,2003,2640,1,4,1,4,265979
8400,6,7,1900,1950,2007,2,3,0,1,160000
3600,6,7,1917,2007,1288,1,3,1,1,119000
17671,8,9,1882,1986,1742,1,4,1,2,168000
3300,4,3,1910,1950,816,1,2,1,0,58500
9000,7,9,1920,1988,1482,1,3,0,2,143000
7200,5,4,1910,2006,1022,1,2,0,1,85000
8820,5,6,1890,1996,1869,1,2,0,2,124900
5400,6,6,1920,1950,1480,1,3,0,1,119000
9720,6,7,1910,2002,1521,1,4,0,3,146500
7879,4,5,1920,1950,720,1,2,0,0,34900
9392,3,3,1900,1950,797,1,2,0,0,44000
21384,5,6,1923,2004,1576,1,3,1,2,223500
6615,6,6,1923,1950,1432,1,3,1,1,149000
7264,7,7,1925,2007,1548,2,3,0,2,205000
4960,5,7,1930,1982,1654,2,3,1,1,137000
8854,6,6,1916,1950,952,1,2,1,1,121000
6000,4,6,1936,1950,1324,1,3,0,1,128000
6000,6,9,1937,2000,1176,1,2,0,2,134900
6000,5,8,1925,1997,1348,1,3,1,1,117000
6000,6,6,1939,1950,1412,1,4,1,1,132500
6000,5,5,1924,1950,1142,1,3,0,1,93000
6000,6,7,1926,2004,904,1,2,0,1,119000
6911,5,5,1924,1950,1301,1,2,0,2,100000
6120,5,6,1936,1950,1539,1,3,0,2,141500
6120,4,7,1935,1995,1573,1,3,0,1,133000
6120,2,3,1936,1950,800,1,1,1,0,60000
6120,5,7,1931,1993,875,1,2,0,1,105000
6120,5,6,1925,1999,995,1,2,0,1,115000
6120,5,6,1938,1950,1582,2,3,1,1,150000
8635,5,5,1925,1950,1072,1,2,0,5,126500
11888,6,6,1916,1994,2134,2,5,0,2,214500
11414,7,8,1910,1993,2019,1,3,0,2,167500
8094,6,6,1915,1950,1768,2,3,0,2,155000
2500,7,8,1915,2005,1826,1,4,1,1,155000
9928,7,8,1915,1994,1944,2,3,0,1,179900
5520,6,6,1912,1950,2229,1,5,0,0,104000
3000,5,1,1922,1950,2128,2,4,0,0,62500
6876,6,5,1927,1950,1930,2,4,0,1,149000
6240,4,5,1925,1950,1208,1,2,0,2,103000
5775,6,7,1915,2002,1427,1,3,0,1,123000
5852,7,5,1902,2000,1864,2,6,0,0,97500
5160,6,6,1927,1950,1666,1,3,0,1,135000
5160,4,6,1923,1950,892,1,1,0,0,70000
10320,6,7,1915,1965,1403,1,3,0,1,116000
4280,4,9,1946,2001,704,1,2,0,1,88750
10800,5,5,1987,1988,1200,3,3,0,0,179000
10800,5,5,1987,1988,1200,3,3,0,0,179000
10547,5,5,1978,1978,1152,2,2,0,1,159900
10020,1,1,1922,1950,904,0,1,0,0,61000
6629,6,6,1925,1950,1369,2,3,0,1,103600
9780,5,3,1934,1950,1112,2,4,0,1,63000
12886,5,6,1963,1999,1464,2,3,1,2,175000
8816,5,6,1963,1963,1121,1,3,0,2,139000
11184,6,5,1978,1978,1683,2,3,1,2,172500
11625,5,6,1967,1967,1052,1,3,1,1,113500
7800,5,7,1967,2004,899,1,3,0,1,130000
8014,6,5,1978,1978,1034,1,3,1,2,149900
7252,5,5,1982,1982,858,1,2,0,2,134900
8740,5,6,1982,1982,860,1,2,0,2,137000
11616,5,5,1962,1962,1092,1,3,1,1,139000
15400,5,5,1961,1961,1774,2,4,1,1,165000
15312,6,5,1960,1960,1138,1,3,1,2,148000
15584,5,5,1956,1956,2071,1,4,1,1,165000
9000,2,2,1947,1950,660,1,2,0,0,63900
11250,4,5,1957,1989,1788,1,5,2,1,161500
25095,5,8,1968,2003,1473,1,1,2,1,143000
17140,4,6,1956,1956,1229,1,3,0,1,135000
12342,4,5,1940,1950,861,1,1,0,2,82500
10708,5,5,1955,1993,1867,1,2,3,1,190000
13680,3,5,1955,1955,1733,2,4,1,2,139600
15635,4,5,1954,1954,1383,1,2,0,2,122000
9855,6,5,1956,1956,1689,1,3,1,2,127500
9571,5,5,1956,1956,1073,1,2,0,1,121500
9571,5,3,1958,1958,1276,1,3,0,1,60000
9350,6,7,1946,1950,1639,1,3,1,1,154400
9340,4,6,1941,1950,672,1,2,0,1,113000
7440,5,6,1954,1954,1089,1,3,1,1,125000
11500,4,3,1957,1957,845,1,3,0,1,84000
4235,5,5,1984,1984,1049,2,2,0,1,139500
11409,5,4,1949,2008,1716,1,3,1,1,131000
9060,6,5,1939,1950,1258,1,2,0,1,105000
9084,4,5,1940,1950,1510,1,4,1,1,108000
10778,7,6,1990,1991,1061,1,1,0,2,162000
19255,6,5,1983,1983,1338,1,2,1,2,156500
12327,8,8,1983,2009,2132,1,1,1,2,316600
14684,7,7,1990,1991,2196,2,3,1,3,271900
9317,7,5,1993,1993,1775,2,3,1,2,213000
10560,7,5,1993,1994,1879,2,3,1,2,239900
9828,8,5,1995,1995,2020,2,3,1,2,239500
26400,5,7,1880,2007,2016,1,4,1,2,131000
7018,5,5,1979,1979,1535,2,4,0,2,118964
7018,5,5,1979,1979,1224,0,2,2,2,153337
7018,5,5,1979,1979,2228,2,6,0,2,147983
7018,5,5,1979,1979,1535,2,4,0,2,118858
7018,5,5,1979,1979,1535,2,4,0,2,118858
7018,5,5,1979,1979,2240,2,6,0,2,142953
7040,5,5,1979,1979,1229,0,2,2,2,148325
7007,5,5,1979,1979,1513,2,4,0,2,113722
11855,7,5,2000,2000,2787,4,6,2,4,269500
7939,7,5,2000,2000,2787,4,6,2,4,269500
7976,7,5,2000,2000,2787,4,6,2,4,269500
10933,9,5,2009,2009,1680,1,1,1,3,323262
10637,8,5,2007,2008,1718,2,3,1,3,297000
10226,8,5,2008,2008,1630,2,3,1,3,295493
10816,9,5,2008,2008,1720,2,3,1,3,332000
9178,8,5,2008,2008,1468,2,3,1,3,239900
10769,8,5,2007,2007,1768,2,3,0,2,212000
11422,8,5,2007,2008,1838,2,3,2,2,272500
11923,9,5,2007,2007,1800,2,2,0,2,239000
8814,7,5,2006,2006,1604,2,3,1,2,220000
6762,7,5,2007,2007,1290,2,2,1,2,200000
10324,8,5,2008,2008,1254,2,2,0,3,221800
7314,7,5,2007,2007,1232,2,2,0,2,194500
11645,8,5,2005,2006,1498,2,3,1,3,237000
11646,6,5,2005,2006,1422,2,3,1,2,173000
12800,7,5,1989,1989,1644,2,2,1,2,275000
16698,7,5,1992,1993,1759,2,3,1,2,233500
28698,5,5,1967,1967,2126,2,3,0,2,185000
12464,5,5,1996,1996,1040,1,3,0,2,152000
9757,5,7,1994,1994,990,1,3,0,1,143000
15426,6,5,1997,1997,1764,2,3,0,2,231500
10667,7,6,1996,1996,1661,2,3,1,2,212000
14753,7,5,1998,1998,1463,2,3,0,2,207000
10859,5,5,1994,1995,1097,1,3,0,2,145000
8072,5,5,1994,1995,990,1,3,0,2,138000
10400,7,5,1998,1998,1779,2,3,0,2,197900
10335,7,5,1999,1999,1501,2,3,0,2,204000
9017,7,5,1999,1999,1431,2,3,0,2,192000
8750,6,5,1998,1998,1772,2,3,1,2,200000
8935,7,5,2002,2002,1660,2,3,0,2,195000
9808,7,5,2002,2002,1573,2,3,0,2,227000
12420,7,5,2001,2001,1840,2,3,0,2,230000
16285,7,5,2001,2002,1430,2,3,0,2,187100
10739,7,5,2002,2001,1444,2,3,0,2,203000
11166,7,5,2001,2001,1492,2,3,1,2,201000
8430,5,5,1978,1978,1040,2,3,0,0,124000
16269,5,5,1978,1978,907,1,3,0,1,140000
6950,5,7,1979,1979,914,1,2,0,2,134900
8800,5,7,1977,2008,1040,2,3,0,2,150500
7000,5,8,1978,2005,864,1,3,0,1,136500
9286,5,7,1977,1989,1268,1,3,0,1,143500
15523,5,6,1972,1972,864,1,3,1,1,133500
7200,5,5,1972,1972,894,1,2,0,2,123000
7200,5,8,1972,2003,768,1,2,0,1,133900
8445,5,7,1972,2007,768,1,2,0,2,133000
11664,7,5,2002,2002,1611,2,3,0,3,250000
12334,8,5,2003,2003,2184,2,4,1,2,254750
11838,8,5,2001,2001,1788,2,3,1,2,236500
11885,8,5,2001,2001,1872,2,3,1,2,261500
11050,9,5,2000,2000,2153,2,3,2,3,313000
8749,7,5,2002,2002,1725,2,3,0,2,198500
11250,7,5,2001,2001,1870,2,3,0,2,211000
15750,8,5,1999,2000,1513,2,2,1,2,220000
11883,7,5,1996,1996,1504,2,3,1,2,203000
12782,8,5,2002,2003,1828,2,3,1,2,279500
8750,7,5,1997,1998,1417,2,3,1,2,210000
9375,7,5,1997,1998,2034,2,3,0,2,219500
8750,7,5,1996,1996,1716,2,2,1,2,191000
9100,7,5,2001,2001,1212,2,3,0,2,178000
9750,7,5,2000,2001,1630,2,3,1,2,213000
4435,6,5,2003,2004,848,1,1,0,2,144000
4435,6,5,2003,2003,848,1,1,0,2,140000
10200,8,5,2007,2007,1602,2,3,1,3,293200
9313,7,5,2004,2004,1728,2,3,0,2,190000
8487,7,5,2004,2004,1500,2,3,0,2,190000
8633,6,5,2005,2005,1476,2,3,0,2,173500
11069,6,5,2007,2007,1396,2,3,1,2,170000
8777,4,5,1949,2003,1126,2,2,0,2,108000
9937,5,7,1964,1999,1486,1,3,0,2,167000
8877,4,6,1938,1958,816,1,2,1,1,100000
7301,7,5,2003,2003,1922,3,4,1,2,198500
7950,6,6,1977,1977,1426,1,3,0,2,159500
10682,4,6,1960,1971,1149,1,3,0,1,127000
7200,6,6,1976,1976,1125,1,3,1,1,125000
13286,9,5,2007,2008,1698,2,3,1,3,320000
3675,6,5,2005,2006,1072,1,2,0,2,145500
9405,5,9,1947,2008,698,1,2,0,0,118000
6410,4,5,1959,1959,876,1,3,0,1,85000
11767,5,5,1950,1950,1368,1,3,0,1,120000
8405,4,3,1945,1950,1529,2,4,0,1,98000
4060,5,8,1922,1950,864,1,2,0,0,99900
10206,3,3,1952,1952,944,1,2,0,2,82000
10926,5,5,1959,1959,1678,2,6,0,0,119900
11767,5,5,1956,1956,1560,1,2,1,1,103500
8926,4,3,1956,1956,960,1,3,0,1,112000
12354,6,8,1920,2000,1196,1,3,0,2,110000
8212,5,6,1941,1950,1298,1,3,2,1,122000
10998,5,5,1941,1960,1604,2,3,0,2,117000
6300,5,4,1938,1950,1268,1,3,2,1,160000
4500,5,5,1932,2000,1520,1,3,0,1,159434
8400,2,5,1920,1950,438,1,1,0,1,60000
9900,6,7,1940,1950,1489,2,3,1,1,139500
15863,7,3,1920,1970,3082,2,5,2,2,197000
5707,6,6,1935,1950,1242,1,3,1,1,105000
7804,4,3,1928,1950,1981,2,4,2,2,135000
8574,6,8,1916,2000,1232,1,3,1,2,147500
6171,6,6,1925,1990,1608,2,3,1,1,137450
7200,7,9,1936,2007,1135,1,3,0,2,155000
7558,6,6,1928,1950,1913,1,3,1,2,177000
6292,7,7,1928,1950,1477,2,3,1,1,145000
7155,7,8,1918,1990,1228,1,3,1,1,137000
10918,7,9,1926,2004,2080,1,3,2,1,234000
13680,5,6,1940,1950,1567,1,2,2,2,205000
7500,6,7,1942,1950,1494,1,3,2,1,177500
9600,5,7,1940,1950,1308,1,2,2,1,160000
14680,5,4,1960,1960,1273,1,2,0,1,155000
13360,5,7,1921,2006,964,1,2,0,2,163500
7681,5,6,1921,1950,1343,1,3,1,1,154900
8145,7,6,1940,1950,2480,2,5,2,2,205000
9100,5,6,1954,1954,1112,1,2,1,1,144800
12000,7,7,1941,1950,1564,1,3,1,1,174500
13339,6,6,1960,1960,1561,2,3,1,2,193000
15600,5,7,1949,2005,1523,2,3,1,1,158000
14000,6,8,1950,2004,1152,1,3,1,1,158500
17500,6,5,1954,1954,1906,1,3,2,2,224000
1733,6,6,1980,1980,1032,1,2,1,2,115000
1488,6,6,1980,1992,1229,1,2,1,2,137000
1612,6,6,1980,1980,1229,1,2,1,2,121000
1300,6,6,1980,1980,1229,1,2,1,2,124000
13607,6,6,1986,1986,1982,2,3,1,2,208000
17597,7,9,1971,2009,2365,2,3,2,2,315000
21695,6,9,1988,2007,1680,2,3,1,2,222000
10690,5,7,1920,1997,1344,1,3,0,1,147000
8660,5,6,1900,1993,2168,2,5,0,2,123000
6402,5,5,1920,1950,1192,1,3,0,1,78000
8470,3,2,1915,1982,1526,1,2,0,0,85000
10200,4,6,1925,1950,572,1,2,0,1,75000
3843,8,5,2007,2008,1648,2,2,1,2,230000
21780,2,4,1910,1950,810,1,1,0,1,57625
10125,8,5,2000,2001,2052,2,3,1,3,251000
12822,7,5,2003,2003,2149,1,1,1,2,239686
12118,7,5,2004,2005,1710,2,3,1,2,240000
12209,6,5,2001,2002,1961,2,3,1,2,215000
9750,6,6,1977,1977,926,1,2,1,1,156450
9360,6,7,1977,1977,1287,1,2,2,2,173000
10125,5,5,1977,1977,1734,2,4,0,2,126000
9947,7,5,1990,1991,1217,2,3,0,2,173000
11070,5,5,1991,1991,1595,2,2,0,2,152000
14375,6,6,1958,1958,1344,1,3,1,2,137500
215245,7,5,1965,1965,2036,2,3,2,2,375000
12898,9,5,2007,2008,1620,2,2,1,3,315500
13159,7,5,2009,2009,1692,2,3,0,2,224500
13438,9,5,2008,2008,2036,2,3,1,3,410000
14463,9,5,2008,2008,1641,2,3,0,3,316500
8925,8,5,2007,2007,1466,2,3,0,3,201000
11457,6,5,1988,1988,1412,2,3,1,2,175000
9839,6,8,1980,2006,2237,2,3,1,2,204000
14419,7,5,1987,1989,1479,2,3,1,2,213500
6853,8,5,2001,2002,1296,2,2,0,2,220000
9157,7,5,2003,2003,2014,2,3,0,2,170000
14601,9,5,2006,2006,1838,2,2,1,3,315000
12633,9,5,2007,2007,1978,2,2,1,3,425000
12518,5,7,1968,1968,1008,1,3,0,1,139500
21750,5,4,1960,2006,1771,1,3,1,2,115000
4500,6,5,1998,1998,1204,2,2,0,2,162000
4500,6,5,1999,1999,1224,2,2,0,2,165000
1596,4,5,1973,1973,988,1,2,0,1,91000
9858,5,6,1968,1968,874,1,3,0,1,130000
1526,4,8,1970,2002,630,1,1,0,1,86000
13383,5,5,1969,2000,1404,2,3,1,2,160000
1477,4,4,1970,1970,630,1,1,0,1,80000
1533,4,6,1970,2008,1344,1,3,1,0,97000
2217,4,4,1970,1970,1092,1,3,0,1,88000
7689,5,8,1972,1972,796,1,2,0,1,131900
7706,6,5,1993,1996,1091,1,2,0,1,131250
9101,5,6,1978,1978,1110,1,1,1,2,165500
8780,5,5,1985,1985,833,1,3,0,0,112000
7669,5,6,1992,1993,883,1,2,1,2,149000
14115,5,5,1993,1995,1362,1,1,0,2,143000
10429,5,5,1992,1992,1287,1,3,0,2,130000
9819,6,5,1977,1977,1567,2,2,2,2,196000
10457,5,7,1969,1969,1632,1,4,1,2,173000
11029,6,8,1958,2002,1414,1,3,1,2,176500
12925,6,7,1970,1970,2117,2,4,2,2,237500
11075,6,5,1969,1969,2112,2,4,2,2,206900
8702,6,5,1997,1998,1604,2,3,1,2,187500
8139,6,5,1995,1996,1470,2,3,1,2,165000
9535,6,5,1998,1998,1604,2,3,0,2,195500
9042,6,5,1998,1998,1638,2,3,2,2,192000
15038,6,5,1996,1996,1636,2,3,1,2,173000
14137,5,5,1996,1997,1384,2,3,0,2,177900
21872,7,5,1996,1997,1446,2,3,1,2,175000
4923,8,5,2001,2002,1593,1,0,1,2,286000
6264,8,5,1997,1997,1682,1,1,1,2,247900
5395,8,5,1993,1993,1337,2,2,1,2,180000
5070,8,5,1992,1992,1280,2,2,0,2,180000
10839,6,5,1997,1998,1604,2,3,1,2,181000
11184,6,5,1998,1998,1633,2,3,1,2,183000
8000,6,5,1995,1996,1658,2,3,1,2,188000
10832,7,5,1994,1996,1895,2,3,1,2,194500
14067,6,5,1991,1991,1709,2,3,0,2,185000
4671,8,5,1988,1989,1228,2,2,1,2,189000
5950,8,5,1989,1989,1337,2,2,1,2,188500
13543,8,5,2005,2005,2500,3,5,1,3,355000
11198,9,5,2005,2007,2504,2,4,1,3,325000
15401,9,5,2004,2004,1884,2,2,1,3,387000
31220,6,2,1952,1952,1474,1,3,2,2,115000
8118,9,5,2007,2007,1710,2,2,1,2,334000
47280,6,5,1950,1950,1488,2,3,1,2,133000
20544,7,6,1986,1991,2093,2,3,1,2,215000
12680,7,6,1988,1988,1688,2,2,1,2,226500
12090,6,6,1981,1981,1422,2,3,1,2,175500
10825,7,7,1983,1983,1260,2,3,0,2,181900
18559,7,5,1978,1978,2064,2,3,2,2,235000
14450,7,5,1979,1979,1782,2,3,1,2,220000
12227,6,7,1977,1995,2872,2,4,1,2,272000
13068,6,5,1976,1976,1211,2,3,1,2,161000
15611,5,6,1977,1977,1126,2,3,0,2,175000
10400,7,6,1980,1988,2044,2,3,1,2,185000
9743,5,6,1969,1969,1308,1,3,0,2,146900
12511,7,7,1978,1978,2840,2,4,2,4,292500
11361,6,5,1976,1976,1523,2,3,1,2,180000
10400,6,5,1976,1976,1444,2,2,1,2,159900
10480,7,6,1976,1976,1964,2,4,1,2,205000
10000,5,6,1973,2000,1178,1,3,1,2,157000
